osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
260625086,None,2,secondary,None,12.30,8.50,6,11078,Lts,6.30
260633581,None,2,secondary,None,12.30,0.00,5,2396,Lts,6.30
260633582,None,2,secondary,None,12.30,0.00,5,56091,DotRef,6.30
260789158,None,2,secondary,None,12.30,8.30,6,930067,DotRef,6.30
261114095,None,2,secondary,None,12.30,7.50,6,6348,Lts,6.30
261114384,None,2,secondary,None,12.30,15.40,1a,6714,Lts,6.30
261114693,None,2,secondary,None,12.30,7.90,6,6713,Lts,6.30
261118581,None,2,secondary,None,12.30,8.30,6,6346,Lts,6.30
261792975,no,2,secondary,None,12.30,6.90,6,5131,Lts,6.30
261801172,None,2,secondary,None,12.30,10.80,3a,942398,DotRef,6.30
261801173,None,2,secondary,None,12.30,7.90,6,942398,DotRef,6.30
262466121,None,2,secondary,None,12.30,6.80,6,4764,Lts,6.30
262777844,None,2,secondary,None,12.30,6.10,6,4999,Lts,6.30
262976707,None,2,secondary,None,12.30,8.00,6,7884,Lts,6.30
263092780,None,2,secondary,None,12.30,None,6,263092780,secondary,6.30
263092781,None,2,secondary,None,12.30,None,6,263092781,secondary,6.30
263092782,None,2,secondary,None,12.30,None,6,263092782,secondary,6.30
263092783,None,2,secondary,None,12.30,None,6,263092783,secondary,6.30
263520743,None,2,secondary,None,12.30,6.60,6,12296,Lts,6.30
263521140,None,2,secondary,None,12.30,7.00,6,12292,Lts,6.30
264947705,None,2,secondary,None,12.30,None,6,264947705,secondary,6.30
264947706,None,2,secondary,None,12.30,None,6,264947706,secondary,6.30
264951388,None,2,secondary,None,12.30,None,6,264951388,secondary,6.30
264951389,None,2,secondary,None,12.30,None,6,264951389,secondary,6.30
264951390,None,2,secondary,None,12.30,None,6,264951390,secondary,6.30
264953562,None,2,secondary,None,12.30,None,6,264953562,secondary,6.30
264954433,None,2,secondary,None,12.30,None,6,264954433,secondary,6.30
264960873,None,2,secondary,None,12.30,None,6,264960873,secondary,6.30
264964629,None,2,secondary,None,12.30,None,6,264964629,secondary,6.30
264966196,None,2,secondary,None,12.30,None,6,264966196,secondary,6.30
264966197,None,2,secondary,None,12.30,None,6,264966197,secondary,6.30
264966200,None,2,secondary,None,12.30,None,6,264966200,secondary,6.30
264967332,None,2,secondary,None,12.30,None,6,264967332,secondary,6.30
265064496,None,2,secondary,None,12.30,None,6,265064496,secondary,6.30
265064497,None,2,secondary,None,12.30,None,6,265064497,secondary,6.30
265064498,None,2,secondary,None,12.30,None,6,265064498,secondary,6.30
265071052,None,2,secondary,None,12.30,None,6,265071052,secondary,6.30
266853676,None,2,secondary,None,12.30,7.70,6,13521,Lts,6.30
267041359,None,2,secondary,None,12.30,11.50,1a,678,Lts,6.30
268413177,None,2,secondary,None,12.30,9.60,6,5868,Lts,6.30
268413186,None,2,secondary,None,12.30,8.50,6,5868,Lts,6.30
268698341,None,2,secondary,None,12.30,8.00,6,11658,Lts,6.30
269078130,None,2,secondary,None,12.30,7.00,6,11661,Lts,6.30
269735768,None,2,secondary,None,12.30,6.20,6,942318,DotRef,6.30
269735769,None,2,secondary,None,12.30,7.80,6,942318,DotRef,6.30
269735770,None,2,secondary,None,12.30,0.00,5,999957,DotRef,6.30
273741820,None,2,secondary,None,12.30,27.00,3b,4886,Lts,6.30
273768648,None,2,secondary,None,12.30,None,6,10550,Lts,6.30
273768650,None,2,secondary,None,12.30,0.00,5,10550,Lts,6.30
273768653,None,2,secondary,None,12.30,None,6,10550,Lts,6.30
274158272,None,2,secondary,None,12.30,7.00,6,9929,Lts,6.30
275257701,None,2,secondary,None,12.30,None,6,18067,Lts,6.30
275261689,None,2,secondary,None,12.30,8.00,6,8427,Lts,6.30
275490397,None,2,secondary,None,12.30,0.00,5,275490397,secondary,6.30
275490404,None,2,secondary,None,12.30,0.00,5,275490404,secondary,6.30
275502216,None,2,secondary,None,12.30,0.00,5,275502216,secondary,6.30
275502218,None,2,secondary,None,12.30,0.00,5,275502218,secondary,6.30
275502219,None,2,secondary,None,12.30,0.00,5,275502219,secondary,6.30
275502220,None,2,secondary,None,12.30,0.00,5,275502220,secondary,6.30
275502227,None,2,secondary,None,12.30,0.00,5,275502227,secondary,6.30
275502229,None,2,secondary,None,12.30,0.00,5,275502229,secondary,6.30
275502231,None,2,secondary,None,12.30,0.00,5,275502231,secondary,6.30
275513505,None,2,secondary,None,12.30,0.00,5,275513505,secondary,6.30
275513506,None,2,secondary,None,12.30,0.00,5,275513506,secondary,6.30
275513507,None,2,secondary,None,12.30,0.00,5,275513507,secondary,6.30
275513511,None,2,secondary,None,12.30,0.00,5,275513511,secondary,6.30
275513672,None,2,secondary,None,12.30,0.00,5,275513672,secondary,6.30
275513673,None,2,secondary,None,12.30,0.00,5,275513673,secondary,6.30
275720934,no,2,secondary,None,12.30,None,6,10800,Lts,6.30
275720939,None,2,secondary,None,12.30,None,6,10872,Lts,6.30
275721808,None,2,secondary,None,12.30,None,6,10870,Lts,6.30
276554773,None,2,secondary,None,12.30,16.40,2a,6499,Lts,6.30
276554775,None,2,secondary,None,12.30,8.60,6,6497,Lts,6.30
276600883,None,2,secondary,None,12.30,6.90,6,7403,Lts,6.30
276600904,None,2,secondary,None,12.30,7.00,6,942265,DotRef,6.30
276600906,None,2,secondary,None,12.30,6.00,6,942265,DotRef,6.30
276778182,None,2,secondary,None,12.30,6.30,6,7403,Lts,6.30
276778183,None,2,secondary,None,12.30,4.10,6,7403,Lts,6.30
276778184,None,2,secondary,None,12.30,7.00,6,7403,Lts,6.30
276778186,None,2,secondary,None,12.30,0.00,5,7309,Lts,6.30
276815355,None,2,secondary,None,12.30,0.00,5,2091,Lts,6.30
278710790,None,2,secondary,None,12.30,None,6,278710790,secondary,6.30
279416899,None,2,secondary,None,12.30,None,6,17806,Lts,6.30
279418537,None,2,secondary,None,12.30,None,6,17786,Lts,6.30
279436054,None,2,secondary,None,12.30,0.00,5,17777,Lts,6.30
279533364,None,3,secondary,None,15.45,7.00,6,16341,Lts,9.45
279536882,None,2,secondary,None,12.30,8.40,6,16389,Lts,6.30
279536883,None,2,secondary,None,12.30,6.40,6,16389,Lts,6.30
279536885,None,2,secondary,None,12.30,7.60,6,16390,Lts,6.30
279536889,None,2,secondary,None,12.30,6.60,6,16385,Lts,6.30
279536891,None,2,secondary,None,12.30,7.70,6,16390,Lts,6.30
279536892,None,2,secondary,None,12.30,7.00,6,16385,Lts,6.30
279919034,None,2,secondary,None,12.30,9.00,6,10328,Lts,6.30
279919046,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
279919047,None,2,secondary,None,12.30,None,6,10328,Lts,6.30
279919048,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
279919065,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
279919066,None,2,secondary,None,12.30,None,6,10336,Lts,6.30
280118434,None,2,secondary,None,12.30,None,6,10800,Lts,6.30
280118439,None,2,secondary,None,12.30,None,6,10800,Lts,6.30
280118442,None,2,secondary,None,12.30,None,6,10872,Lts,6.30
280251137,None,2,secondary,None,12.30,7.70,6,280251137,secondary,6.30
280251139,None,2,secondary,None,12.30,9.40,6,6384,Lts,6.30
280843027,None,2,secondary,None,12.30,7.10,6,17725,Lts,6.30
281282986,None,4,secondary,None,18.60,0.00,5,14779,Lts,12.60
281282987,None,2,secondary,None,12.30,0.00,5,14779,Lts,6.30
281964685,None,2,secondary,None,12.30,None,6,19039,Lts,6.30
281964686,None,2,secondary,None,12.30,None,6,15995,Lts,6.30
281965457,None,2,secondary,None,12.30,None,6,281965457,secondary,6.30
281965458,None,2,secondary,None,12.30,None,6,18975,Lts,6.30
282411888,None,2,secondary,None,12.30,None,6,18340,Lts,6.30
282498334,None,2,secondary,None,12.30,0.00,5,14779,Lts,6.30
282685141,None,2,secondary,None,12.30,0.00,5,282685141,secondary,6.30
283424083,None,2,secondary,None,12.30,10.40,3a,4493,Lts,6.30
283432859,None,2,secondary,None,12.30,8.00,6,951760,DotRef,6.30
284094657,None,2,secondary,None,12.30,None,6,17818,Lts,6.30
284094659,None,2,secondary,None,12.30,None,6,17818,Lts,6.30
284094875,None,2,secondary,None,12.30,None,6,17832,Lts,6.30
284103720,None,2,secondary,None,12.30,None,6,284103720,secondary,6.30
284103721,None,2,secondary,None,12.30,None,6,284103721,secondary,6.30
284111614,None,2,secondary,None,12.30,None,6,284111614,secondary,6.30
284111615,None,2,secondary,None,12.30,None,6,284111615,secondary,6.30
284243747,None,2,secondary,None,12.30,8.00,6,930065,DotRef,6.30
284243749,None,2,secondary,None,12.30,0.00,5,12768,Lts,6.30
284243751,None,2,secondary,None,12.30,0.00,5,12772,Lts,6.30
284243753,None,2,secondary,None,12.30,7.50,6,930065,DotRef,6.30
284243758,None,2,secondary,None,12.30,7.20,6,12778,Lts,6.30
284243762,None,2,secondary,None,12.30,7.40,6,12778,Lts,6.30
284243784,None,2,secondary,None,12.30,7.70,6,12758,Lts,6.30
284648342,None,2,secondary,None,12.30,None,6,10355,Lts,6.30
284648343,None,2,secondary,None,12.30,None,6,10355,Lts,6.30
285717967,None,2,secondary,None,12.30,0.00,5,285717967,secondary,6.30
286196378,None,2,secondary,None,12.30,None,6,10871,Lts,6.30
286966166,None,2,secondary,None,12.30,0.00,5,15746,Lts,6.30
287307701,None,2,secondary,None,12.30,6.90,6,16203,Lts,6.30
287519488,None,2,secondary,None,12.30,7.10,6,5837,Lts,6.30
287949039,None,2,secondary,None,12.30,0.00,5,5793,Lts,6.30
287949040,None,2,secondary,None,12.30,7.00,6,5793,Lts,6.30
288413862,None,2,secondary,None,12.30,7.00,6,5874,Lts,6.30
288506479,None,2,secondary,None,12.30,17.70,4a,500,Lts,6.30
288506483,None,3,secondary,None,15.45,19.30,1a,985,Lts,None
288506485,None,3,secondary,None,15.45,19.00,1a,500,Lts,9.45
288563283,None,2,secondary,None,12.30,5.70,6,942948,DotRef,6.30
288563284,None,2,secondary,None,12.30,7.70,6,942948,DotRef,6.30
288696077,None,2,secondary,None,12.30,6.80,6,17743,DotRef,6.30
289304432,None,2,secondary,None,12.30,0.00,5,289304432,secondary,6.30
289304433,None,2,secondary,None,12.30,0.00,5,289304433,secondary,6.30
289304434,None,2,secondary,None,12.30,0.00,5,289304434,secondary,6.30
289304435,None,2,secondary,None,12.30,0.00,5,289304435,secondary,6.30
289304436,None,2,secondary,None,12.30,0.00,5,289304436,secondary,6.30
289304437,None,2,secondary,None,12.30,0.00,5,289304437,secondary,6.30
289307576,None,2,secondary,None,12.30,None,6,289307576,secondary,6.30
289307577,None,2,secondary,None,12.30,None,6,289307577,secondary,6.30
289654520,None,2,secondary,None,12.30,8.90,6,11037,Lts,6.30
289654521,None,2,secondary,None,12.30,9.20,6,11037,Lts,6.30
290470478,None,2,secondary,None,12.30,None,6,290470478,secondary,6.30
290685564,None,2,secondary,None,12.30,None,6,290685564,secondary,6.30
291640558,None,2,secondary,None,12.30,None,6,291640558,secondary,6.30
291750285,None,2,secondary,None,12.30,0.00,5,10484,Lts,6.30
293282397,None,2,secondary,None,12.30,7.30,6,17569,DotRef,6.30
293285521,None,2,secondary,None,12.30,None,6,19039,Lts,6.30
293285524,None,2,secondary,None,12.30,None,6,18975,Lts,6.30
293465372,None,2,secondary,None,12.30,6.70,6,6769,Lts,6.30
293541002,None,2,secondary,None,12.30,None,6,13432,Lts,6.30
293541007,None,2,secondary,None,12.30,None,6,13434,Lts,6.30
293541008,None,2,secondary,None,12.30,None,6,13434,Lts,6.30
294682484,None,2,secondary,None,12.30,11.50,3a,6495,Lts,6.30
294682485,None,2,secondary,None,12.30,14.20,2a,6633,Lts,6.30
294682486,None,2,secondary,None,12.30,9.40,6,6495,Lts,6.30
294682487,None,2,secondary,None,12.30,8.20,6,6633,Lts,6.30
295764041,None,2,secondary,None,12.30,None,6,16000,Lts,6.30
295764042,None,2,secondary,None,12.30,None,6,16000,Lts,6.30
295844993,None,2,secondary,None,12.30,None,6,295844993,secondary,6.30
295844994,None,2,secondary,None,12.30,None,6,295844994,secondary,6.30
296888429,None,2,secondary,None,12.30,7.00,6,9929,Lts,6.30
296888430,None,2,secondary,None,12.30,0.00,5,9929,Lts,6.30
296895502,None,2,secondary,None,12.30,10.80,2a,4708,Lts,6.30
296895506,None,2,secondary,None,12.30,8.00,6,4705,Lts,6.30
296895509,None,2,secondary,None,12.30,15.50,3a,4705,Lts,6.30
296895515,None,2,secondary,None,12.30,8.00,6,4694,Lts,6.30
296895516,None,2,secondary,None,12.30,30.00,1b,4694,Lts,6.30
296895517,None,1,secondary,None,9.15,21.60,1b,4694,Lts,3.15
296895519,None,2,secondary,None,12.30,10.10,3a,4694,Lts,6.30
296895520,None,2,secondary,None,12.30,7.90,6,4694,Lts,6.30
296895521,None,2,secondary,None,12.30,23.90,1b,4694,Lts,6.30
296895536,None,2,secondary,None,12.30,7.50,6,4692,Lts,6.30
296944065,None,2,secondary,None,12.30,None,6,13434,Lts,6.30
296944961,None,2,secondary,None,12.30,6.70,6,13451,Lts,6.30
296948730,None,2,secondary,None,12.30,None,6,296948730,secondary,6.30
297191084,None,2,secondary,None,12.30,12.30,1a,4699,Lts,6.30
297200101,None,2,secondary,None,12.30,5.50,6,942308,DotRef,6.30
297200102,None,2,secondary,None,12.30,9.80,6,942308,DotRef,6.30
297206311,None,2,secondary,None,12.30,9.40,6,4705,Lts,6.30
297206313,None,2,secondary,None,12.30,0.00,5,38167,DotRef,6.30
297526317,None,2,secondary,None,12.30,6.90,6,9480,Lts,6.30
297669990,None,2,secondary,None,12.30,7.00,6,12194,Lts,6.30
297669991,None,2,secondary,None,12.30,7.40,6,12194,Lts,6.30
297669992,None,2,secondary,None,12.30,7.30,6,12188,Lts,6.30
297935699,None,2,secondary,None,12.30,8.40,6,165,Lts,6.30
298143536,None,2,secondary,None,12.30,8.20,6,2369,Lts,6.30
298791362,None,2,secondary,None,12.30,0.00,5,298791362,secondary,6.30
298791363,None,2,secondary,None,12.30,0.00,5,298791363,secondary,6.30
298864595,None,2,secondary,None,12.30,7.40,6,5463,Lts,6.30
298887725,None,2,secondary,None,12.30,0.00,5,942529,DotRef,6.30
298887726,None,2,secondary,None,12.30,0.00,5,942529,DotRef,6.30
299094151,None,2,secondary,None,12.30,8.20,6,5071,Lts,6.30
299907359,None,2,secondary,None,12.30,None,6,299907359,secondary,6.30
299907361,None,2,secondary,None,12.30,None,6,299907361,secondary,6.30
300464270,None,1,secondary,None,9.15,6.90,6,942972,DotRef,3.15
301258742,None,2,secondary,None,12.30,9.10,6,301258742,secondary,6.30
301841059,None,3,secondary,None,15.45,6.60,6,2453,Lts,9.45
302090158,None,2,secondary,None,12.30,7.20,6,2753,Lts,6.30
302701442,None,1,secondary,None,9.15,25.80,3b,999990,DotRef,3.15
302701443,None,2,secondary,None,12.30,13.20,2a,321,Lts,6.30
302701444,None,1,secondary,None,9.15,13.20,2a,999990,DotRef,3.15
302701445,None,1,secondary,None,9.15,16.70,1a,999990,DotRef,3.15
302701446,None,1,secondary,None,9.15,17.40,1a,999990,DotRef,3.15
302701447,None,2,secondary,None,12.30,17.70,4a,999990,DotRef,6.30
302701448,None,2,secondary,None,12.30,22.90,4b,999990,DotRef,6.30
302701449,None,1,secondary,None,9.15,17.60,4a,999990,DotRef,3.15
302701450,None,1,secondary,None,9.15,14.20,4a,999990,DotRef,3.15
302701455,None,1,secondary,None,9.15,14.10,1a,359,Lts,3.15
302701456,None,1,secondary,None,9.15,0.00,5,359,Lts,3.15
303550797,None,2,secondary,None,12.30,0.00,5,303550797,secondary,6.30
303552908,None,2,secondary,None,12.30,0.00,5,303552908,secondary,6.30
303559649,None,2,secondary,None,12.30,7.90,6,1333,Lts,6.30
303982852,None,2,secondary,None,12.30,18.20,1a,498,Lts,6.30
303982854,None,3,secondary,None,15.45,23.20,1b,985,Lts,9.45
303994870,None,2,secondary,None,12.30,0.00,5,1279,Lts,6.30
303994871,None,2,secondary,None,12.30,0.00,5,1279,Lts,6.30
304057376,None,2,secondary,None,12.30,6.50,6,15296,Lts,6.30
304057377,None,2,secondary,None,12.30,4.60,6,15297,Lts,6.30
304102016,None,2,secondary,None,12.30,6.80,6,17777,Lts,6.30
304310989,None,2,secondary,None,12.30,9.30,6,5637,Lts,6.30
304310990,None,2,secondary,None,12.30,7.50,6,5662,Lts,6.30
306181552,None,1,secondary,None,9.15,0.00,5,999962,DotRef,3.15
306181553,None,3,secondary,None,15.45,0.00,5,999962,DotRef,9.45
306181554,None,2,secondary,None,12.30,0.00,5,999962,DotRef,6.30
306671545,None,2,secondary,None,12.30,7.00,6,942397,DotRef,6.30
306681245,None,2,secondary,None,12.30,8.40,6,942626,DotRef,6.30
307032849,None,2,secondary,None,12.30,7.00,6,16375,Lts,6.30
307032850,None,2,secondary,None,12.30,None,6,307032850,secondary,6.30
307128376,None,1,secondary,None,9.15,13.50,1a,4210,Lts,3.15
307619435,None,2,secondary,None,12.30,11.80,2a,301,Lts,6.30
307639253,None,2,secondary,None,12.30,12.70,4a,7972,Lts,6.30
307639255,None,2,secondary,None,12.30,8.60,6,7972,Lts,6.30
307726075,None,2,secondary,None,12.30,None,6,13433,Lts,6.30
307910680,None,2,secondary,None,12.30,7.20,6,2439,Lts,6.30
307910683,None,2,secondary,None,12.30,6.50,6,2438,Lts,6.30
307918846,None,2,secondary,None,12.30,7.00,6,56253,DotRef,6.30
307943806,None,2,secondary,None,12.30,None,6,307943806,secondary,6.30
307943807,None,2,secondary,None,12.30,None,6,307943807,secondary,6.30
308020827,None,2,secondary,None,12.30,6.70,6,308020827,secondary,6.30
308122354,None,2,secondary,None,12.30,7.20,6,41,Lts,6.30
308168244,None,2,secondary,None,12.30,0.00,5,7884,Lts,6.30
308168247,None,2,secondary,None,12.30,8.00,6,7900,Lts,6.30
308171691,None,2,secondary,None,12.30,7.70,6,942362,DotRef,6.30
308171692,None,2,secondary,None,12.30,7.10,6,942358,DotRef,6.30
308171699,None,2,secondary,None,12.30,7.00,6,8008,Lts,6.30
308171700,None,2,secondary,None,12.30,6.10,6,8008,Lts,6.30
308171707,None,2,secondary,None,12.30,8.00,6,7996,Lts,6.30
308171708,None,2,secondary,None,12.30,8.50,6,7996,Lts,6.30
308237019,None,2,secondary,None,12.30,10.00,6,2305,Lts,6.30
308250727,None,2,secondary,None,12.30,7.00,6,7704,Lts,6.30
308250735,None,2,secondary,None,12.30,7.70,6,308250735,secondary,6.30
308250737,None,2,secondary,None,12.30,6.60,6,7877,Lts,6.30
308250738,None,2,secondary,None,12.30,6.90,6,7877,Lts,6.30
308452309,None,2,secondary,None,12.30,None,6,17786,Lts,6.30
308452310,None,2,secondary,None,12.30,None,6,17786,Lts,6.30
309564397,no,2,secondary,None,12.30,9.90,6,5135,Lts,6.30
309998392,None,2,secondary,None,12.30,0.00,5,309998392,secondary,6.30
309998397,None,2,secondary,None,12.30,0.00,5,309998397,secondary,6.30
309998399,None,2,secondary,None,12.30,0.00,5,309998399,secondary,6.30
309998400,None,2,secondary,None,12.30,None,6,309998400,secondary,6.30
309998401,None,2,secondary,None,12.30,None,6,309998401,secondary,6.30
309998403,None,2,secondary,None,12.30,None,6,309998403,secondary,6.30
309998404,None,2,secondary,None,12.30,None,6,309998404,secondary,6.30
309998405,None,2,secondary,None,12.30,0.00,5,309998405,secondary,6.30
309998406,None,2,secondary,None,12.30,0.00,5,309998406,secondary,6.30
309998407,None,2,secondary,None,12.30,0.00,5,309998407,secondary,6.30
309998409,None,2,secondary,None,12.30,0.00,5,309998409,secondary,6.30
309998410,None,2,secondary,None,12.30,0.00,5,309998410,secondary,6.30
309998411,None,2,secondary,None,12.30,0.00,5,309998411,secondary,6.30
309998412,None,2,secondary,None,12.30,0.00,5,309998412,secondary,6.30
309998414,None,2,secondary,None,12.30,0.00,5,309998414,secondary,6.30
310824782,None,2,secondary,None,12.30,None,6,8572,Lts,6.30
311165002,None,3,secondary,None,15.45,13.90,3a,302,Lts,9.45
311169664,None,2,secondary,None,12.30,6.80,6,2864,Lts,6.30
311649911,None,2,secondary,None,12.30,None,6,13386,Lts,6.30
311649912,None,1,secondary,None,9.15,None,6,13386,Lts,3.15
311649914,None,2,secondary,None,12.30,None,6,13386,Lts,6.30
311649916,None,4,secondary,None,18.60,None,6,13386,Lts,12.60
311972915,no,2,secondary,None,12.30,7.30,6,5131,Lts,6.30
312263592,no,2,secondary,None,12.30,8.60,6,4459,Lts,6.30
312263593,None,2,secondary,None,12.30,9.60,6,4457,Lts,6.30
312319043,None,2,secondary,None,12.30,7.20,6,4047,Lts,6.30
312319044,None,2,secondary,None,12.30,8.30,6,4047,Lts,6.30
312319045,None,2,secondary,None,12.30,7.40,6,4047,Lts,6.30
312319049,None,2,secondary,None,12.30,7.90,6,4047,Lts,6.30
312319050,None,2,secondary,None,12.30,11.40,1a,4270,Lts,6.30
312319051,None,2,secondary,None,12.30,7.50,6,4048,Lts,6.30
312319052,None,2,secondary,None,12.30,12.80,3a,4270,Lts,6.30
312319053,None,2,secondary,None,12.30,8.00,6,4048,Lts,6.30
312319054,None,2,secondary,None,12.30,10.70,3a,4272,Lts,6.30
312319055,None,2,secondary,None,12.30,9.70,6,4270,Lts,6.30
312319056,None,2,secondary,None,12.30,8.00,6,4048,Lts,6.30
312319058,None,2,secondary,None,12.30,7.40,6,4047,Lts,6.30
312407396,None,2,secondary,None,12.30,0.00,5,312407396,secondary,6.30
312963555,None,2,secondary,None,12.30,7.20,6,942760,DotRef,6.30
312963565,None,2,secondary,None,12.30,7.60,6,2334,Lts,6.30
312978911,None,2,secondary,None,12.30,0.00,5,312978911,secondary,6.30
313090233,None,2,secondary,None,12.30,10.20,1a,951688,DotRef,6.30
313090234,no,2,secondary,None,12.30,7.40,6,951688,DotRef,6.30
313259368,None,2,secondary,None,12.30,6.80,6,12282,Lts,6.30
313259371,None,2,secondary,None,12.30,7.10,6,942670,DotRef,6.30
313259372,None,1,secondary,None,9.15,8.20,6,942670,DotRef,3.15
313259377,None,1,secondary,None,9.15,6.50,6,942670,DotRef,3.15
313259378,None,2,secondary,None,12.30,7.00,6,942668,DotRef,6.30
313380770,None,2,secondary,None,12.30,7.00,6,11266,Lts,6.30
313805989,None,2,secondary,None,12.30,4.00,6,9417,Lts,6.30
313805990,None,2,secondary,None,12.30,0.00,5,9417,Lts,6.30
313805991,None,2,secondary,None,12.30,7.50,6,9568,Lts,6.30
313805992,None,2,secondary,None,12.30,7.00,6,9348,Lts,6.30
313805998,None,2,secondary,None,12.30,8.00,6,999985,DotRef,6.30
313806000,None,2,secondary,None,12.30,10.00,6,9579,Lts,6.30
313806001,None,2,secondary,None,12.30,6.80,6,9579,Lts,6.30
313806002,None,2,secondary,None,12.30,15.70,3a,950372,DotRef,6.30
313806006,None,2,secondary,None,12.30,7.20,6,9417,Lts,6.30
313806017,no,2,secondary,None,12.30,7.20,6,9337,Lts,6.30
314063856,None,2,secondary,None,12.30,6.70,6,14869,Lts,6.30
314216680,None,2,secondary,None,12.30,9.50,6,942594,DotRef,6.30
314216681,None,2,secondary,None,12.30,8.20,6,942594,DotRef,6.30
314222072,None,1,secondary,None,9.15,10.00,6,942596,DotRef,3.15
314222074,None,1,secondary,None,9.15,12.20,1a,942596,DotRef,3.15
314222075,None,1,secondary,None,9.15,14.00,4a,942596,DotRef,3.15
314222076,None,2,secondary,None,12.30,11.80,1a,942596,DotRef,6.30
314404653,None,2,secondary,None,12.30,7.00,6,5020,Lts,6.30
314577745,None,2,secondary,None,12.30,6.90,6,7875,Lts,6.30
314788576,None,2,secondary,None,12.30,7.10,6,9982,Lts,6.30
314788577,None,2,secondary,None,12.30,7.10,6,9982,Lts,6.30
315187891,None,2,secondary,None,12.30,10.50,3a,56520,DotRef,6.30
315680273,None,2,secondary,None,12.30,6.80,6,315680273,secondary,6.30
315680274,None,2,secondary,None,12.30,13.60,2a,315680274,secondary,6.30
315680275,None,2,secondary,None,12.30,6.00,6,315680275,secondary,6.30
315680277,None,2,secondary,None,12.30,6.50,6,26773,DotRef,6.30
317745638,None,2,secondary,None,12.30,0.00,5,317745638,secondary,6.30
319301209,None,2,secondary,None,12.30,0.00,5,319301209,secondary,6.30
319301212,None,2,secondary,None,12.30,0.00,5,319301212,secondary,6.30
320718046,None,2,secondary,None,12.30,19.70,3a,318,Lts,6.30
320718050,None,2,secondary,None,12.30,20.10,3b,318,Lts,6.30
320718053,None,2,secondary,None,12.30,19.80,3a,318,Lts,6.30
320718063,None,2,secondary,None,12.30,23.40,1b,942320,DotRef,6.30
320729108,None,2,secondary,None,12.30,13.10,3a,244,Lts,6.30
320729109,None,2,secondary,None,12.30,18.90,3a,284,Lts,6.30
320729110,None,2,secondary,None,12.30,24.90,2b,283,Lts,6.30
320729111,None,2,secondary,None,12.30,31.50,2c,283,Lts,6.30
320998198,None,2,secondary,None,12.30,7.00,6,4986,Lts,6.30
320998199,None,2,secondary,None,12.30,6.20,6,4988,Lts,6.30
320998202,None,2,secondary,None,12.30,7.00,6,5297,Lts,6.30
320998204,None,2,secondary,None,12.30,8.80,6,5150,Lts,6.30
321477548,None,2,secondary,None,12.30,7.60,6,5893,Lts,6.30
324750573,None,2,secondary,None,12.30,7.10,6,942595,DotRef,6.30
325254585,None,2,secondary,None,12.30,0.00,5,942642,DotRef,6.30
325254586,None,2,secondary,None,12.30,6.80,6,942642,DotRef,6.30
325254588,None,2,secondary,None,12.30,0.00,5,942642,DotRef,6.30
325435285,None,2,secondary,None,12.30,9.20,6,17529,Lts,6.30
325435286,None,2,secondary,None,12.30,4.00,6,17529,Lts,6.30
325435287,None,2,secondary,None,12.30,0.00,5,17529,Lts,6.30
325568663,None,2,secondary,None,12.30,8.40,6,2905,Lts,6.30
325802175,None,2,secondary,None,12.30,0.00,5,12778,Lts,6.30
325802176,None,2,secondary,None,12.30,7.20,6,12774,Lts,6.30
326272673,None,2,secondary,None,12.30,23.90,3b,942876,DotRef,6.30
326272674,None,2,secondary,None,12.30,16.80,1a,942876,DotRef,6.30
326272675,None,2,secondary,None,12.30,22.40,1b,942876,DotRef,6.30
326272676,None,2,secondary,None,12.30,18.20,3a,942876,DotRef,6.30
326748217,None,2,secondary,None,12.30,9.80,6,13725,Lts,6.30
328409315,None,2,secondary,None,12.30,None,6,328409315,secondary,6.30
328409322,None,2,secondary,None,12.30,None,6,328409322,secondary,6.30
328444168,None,2,secondary,None,12.30,None,6,328444168,secondary,6.30
328444169,None,2,secondary,None,12.30,None,6,328444169,secondary,6.30
328461820,None,2,secondary,None,12.30,None,6,328461820,secondary,6.30
328461822,None,2,secondary,None,12.30,None,6,328461822,secondary,6.30
328480664,None,2,secondary,None,12.30,None,6,328480664,secondary,6.30
328480665,None,2,secondary,None,12.30,None,6,328480665,secondary,6.30
328480666,None,2,secondary,None,12.30,None,6,328480666,secondary,6.30
328480669,None,2,secondary,None,12.30,None,6,328480669,secondary,6.30
329032126,None,2,secondary,None,12.30,0.00,5,329032126,secondary,6.30
329032128,None,2,secondary,None,12.30,None,6,329032128,secondary,6.30
329032129,None,2,secondary,None,12.30,None,6,329032129,secondary,6.30
329032131,None,2,secondary,None,12.30,0.00,5,329032131,secondary,6.30
329389065,None,2,secondary,None,12.30,10.60,2a,5836,Lts,6.30
329389066,None,2,secondary,None,12.30,7.20,6,5836,Lts,6.30
329389067,None,2,secondary,None,12.30,7.50,6,5836,Lts,6.30
329389068,None,2,secondary,None,12.30,8.00,6,5836,Lts,6.30
330938791,None,2,secondary,None,12.30,None,6,330938791,secondary,6.30
331139999,None,2,secondary,None,12.30,6.90,6,17659,Lts,6.30
331140000,None,2,secondary,None,12.30,6.80,6,17636,Lts,6.30
331140002,None,2,secondary,None,12.30,6.80,6,17647,Lts,6.30
