osm_id,oneway,lanes,road_type,half_of_one,total_width,non_zero_means,classification,DotRef,DotRef_Lts,width
290470460,None,1,trunk_link,Yes,16.30,None,6,290470460,trunk_link,3.15
290470461,None,1,trunk_link,Yes,16.30,None,6,290470461,trunk_link,3.15
292187648,None,2,trunk_link,Yes,22.60,7.20,6,26794,DotRef,6.30
292187649,None,2,trunk_link,Yes,22.60,7.60,6,26794,DotRef,6.30
293403328,None,2,trunk_link,Yes,22.60,24.10,1b,26643,DotRef,6.30
294172036,None,2,trunk_link,Yes,22.60,7.50,6,56467,DotRef,6.30
295524642,None,2,trunk_link,Yes,22.60,None,6,99819,DotRef,6.30
295527168,None,2,trunk_link,Yes,22.60,None,6,295527168,trunk_link,6.30
296895504,None,2,trunk_link,Yes,22.60,15.30,2a,4704,Lts,6.30
296895532,None,2,trunk_link,Yes,22.60,12.90,1a,38167,DotRef,6.30
297874333,None,1,trunk_link,Yes,16.30,0.00,5,6122,DotRef,3.15
297914570,None,1,trunk_link,Yes,16.30,18.40,2a,37112,DotRef,3.15
298071602,None,2,trunk_link,Yes,22.60,10.80,1a,2343,Lts,6.30
298071604,None,2,trunk_link,Yes,22.60,10.60,2a,2343,Lts,6.30
298425135,None,2,trunk_link,Yes,22.60,7.20,6,48146,DotRef,6.30
298766828,None,2,trunk_link,Yes,22.60,0.00,5,56686,DotRef,6.30
298860727,None,2,trunk_link,Yes,22.60,9.10,6,36309,DotRef,6.30
298860728,None,2,trunk_link,Yes,22.60,0.00,5,298860728,trunk_link,6.30
298860729,None,2,trunk_link,Yes,22.60,0.00,5,36309,DotRef,6.30
301029914,None,1,trunk_link,Yes,16.30,0.00,5,6243,DotRef,3.15
304118947,None,1,trunk_link,Yes,16.30,7.00,6,17585,DotRef,3.15
304118948,None,1,trunk_link,Yes,16.30,0.00,5,942596,DotRef,3.15
304140270,None,2,trunk_link,Yes,22.60,0.00,5,48810,DotRef,6.30
304140271,None,3,trunk_link,Yes,28.90,8.00,6,49028,DotRef,9.45
304241607,None,2,trunk_link,Yes,22.60,8.20,6,26434,DotRef,6.30
304794458,None,2,trunk_link,Yes,22.60,None,6,304794458,trunk_link,6.30
304794459,None,2,trunk_link,Yes,22.60,None,6,304794459,trunk_link,6.30
305417568,None,2,trunk_link,Yes,22.60,0.00,5,16405,DotRef,6.30
305417569,None,2,trunk_link,Yes,22.60,4.00,6,36438,DotRef,6.30
307480739,None,2,trunk_link,Yes,22.60,9.70,6,8359,DotRef,6.30
307480741,None,2,trunk_link,Yes,22.60,8.80,6,8359,DotRef,6.30
307689711,None,2,trunk_link,Yes,22.60,0.00,5,15514,Lts,6.30
309461275,None,2,trunk_link,Yes,22.60,29.80,2b,7052,DotRef,6.30
309461311,None,2,trunk_link,Yes,22.60,8.30,6,37113,DotRef,6.30
309461316,None,2,trunk_link,Yes,22.60,6.60,6,7052,DotRef,6.30
309461323,None,2,trunk_link,Yes,22.60,8.60,6,37113,DotRef,6.30
311268487,None,2,trunk_link,Yes,22.60,0.00,5,311268487,trunk_link,6.30
311268490,None,2,trunk_link,Yes,22.60,0.00,5,311268490,trunk_link,6.30
311268491,None,2,trunk_link,Yes,22.60,0.00,5,311268491,trunk_link,6.30
311972930,None,4,trunk_link,Yes,35.20,4.10,6,15514,Lts,12.60
311975279,None,2,trunk_link,Yes,22.60,7.00,6,15514,Lts,6.30
313462049,None,1,trunk_link,Yes,16.30,6.20,6,26180,DotRef,3.15
313462050,None,1,trunk_link,Yes,16.30,11.50,1a,56187,DotRef,3.15
313508684,None,1,trunk_link,Yes,16.30,0.00,5,8509,DotRef,3.15
313508685,None,3,trunk_link,Yes,28.90,5.20,6,8509,DotRef,9.45
313508686,None,1,trunk_link,Yes,16.30,28.40,2b,8509,DotRef,3.15
313508687,None,1,trunk_link,Yes,16.30,30.00,2b,8509,DotRef,3.15
313980726,None,2,trunk_link,Yes,22.60,None,6,313980726,trunk_link,6.30
314864713,None,2,trunk_link,Yes,22.60,0.00,5,6429,DotRef,6.30
314914074,None,2,trunk_link,Yes,22.60,25.70,2b,38466,DotRef,6.30
315328570,None,1,trunk_link,Yes,16.30,0.00,5,17472,DotRef,3.15
315328573,None,1,trunk_link,Yes,16.30,0.00,5,57979,DotRef,3.15
315328576,None,1,trunk_link,Yes,16.30,0.00,5,56211,DotRef,3.15
315328587,None,1,trunk_link,Yes,16.30,0.00,5,36213,DotRef,3.15
315328588,None,1,trunk_link,Yes,16.30,0.00,5,17472,DotRef,3.15
315328591,None,1,trunk_link,Yes,16.30,7.00,6,36213,DotRef,3.15
315817692,None,2,trunk_link,Yes,22.60,0.00,5,26211,DotRef,6.30
315817693,None,2,trunk_link,Yes,22.60,7.10,6,26211,DotRef,6.30
315817711,None,2,trunk_link,Yes,22.60,7.00,6,56663,DotRef,6.30
315817713,None,2,trunk_link,Yes,22.60,6.90,6,56663,DotRef,6.30
315817714,None,2,trunk_link,Yes,22.60,0.00,5,56663,DotRef,6.30
315817716,None,3,trunk_link,Yes,28.90,6.30,6,56663,DotRef,9.45
315817718,None,2,trunk_link,Yes,22.60,6.70,6,56663,DotRef,6.30
316249891,None,2,trunk_link,Yes,22.60,8.50,6,26434,DotRef,6.30
316626686,None,2,trunk_link,Yes,22.60,7.00,6,27917,DotRef,6.30
320826799,None,1,trunk_link,Yes,16.30,6.80,6,56187,DotRef,3.15
320826811,None,1,trunk_link,Yes,16.30,6.30,6,15443,Lts,3.15
320826820,None,1,trunk_link,Yes,16.30,6.30,6,56187,DotRef,3.15
330056471,None,1,trunk_link,Yes,16.30,18.50,3a,48645,DotRef,3.15
331237534,None,1,trunk_link,Yes,16.30,0.00,5,36928,DotRef,3.15
338595837,None,2,trunk_link,Yes,22.60,18.40,3a,11306,Lts,6.30
343053607,None,2,trunk_link,Yes,22.60,15.70,4a,16111,DotRef,6.30
343993227,None,3,trunk_link,Yes,28.90,11.40,2a,26434,DotRef,9.45
357278456,None,2,trunk_link,Yes,22.60,7.80,6,26826,DotRef,6.30
363411311,None,2,trunk_link,Yes,22.60,8.30,6,15248,Lts,6.30
366521729,None,1,trunk_link,Yes,16.30,7.00,6,56175,DotRef,3.15
368262403,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
368262404,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
368262405,None,2,trunk_link,Yes,22.60,7.50,6,18526,DotRef,6.30
368262406,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
368262407,None,2,trunk_link,Yes,22.60,0.00,5,18526,DotRef,6.30
368262408,None,3,trunk_link,Yes,28.90,0.00,5,18526,DotRef,9.45
368705102,None,2,trunk_link,Yes,22.60,7.50,6,6201,DotRef,6.30
371381765,None,1,trunk_link,Yes,16.30,15.50,2a,7605,DotRef,3.15
380467035,None,1,trunk_link,Yes,16.30,13.40,3a,80722,DotRef,3.15
380467037,None,1,trunk_link,Yes,16.30,13.40,1a,56815,DotRef,3.15
380467038,None,1,trunk_link,Yes,16.30,14.50,2a,56815,DotRef,3.15
380467039,None,1,trunk_link,Yes,16.30,11.80,4a,18077,DotRef,3.15
380934614,None,2,trunk_link,None,12.30,0.00,5,380934614,trunk_link,6.30
385140734,None,2,trunk_link,Yes,22.60,18.40,2a,39035,DotRef,6.30
389319623,None,1,trunk_link,Yes,16.30,6.80,6,49028,DotRef,3.15
389319624,None,2,trunk_link,Yes,22.60,7.50,6,49028,DotRef,6.30
389851440,None,2,trunk_link,Yes,22.60,0.00,5,6458,DotRef,6.30
389851441,None,2,trunk_link,Yes,22.60,7.00,6,6458,DotRef,6.30
397697583,None,2,trunk_link,Yes,22.60,7.40,6,76039,DotRef,6.30
404260446,None,1,trunk_link,Yes,16.30,6.40,6,57115,DotRef,3.15
404260448,None,1,trunk_link,Yes,16.30,7.80,6,57115,DotRef,3.15
404260449,None,1,trunk_link,Yes,16.30,9.80,6,56665,DotRef,3.15
404260450,None,1,trunk_link,Yes,16.30,9.80,6,56665,DotRef,3.15
404260454,None,1,trunk_link,Yes,16.30,7.80,6,57115,DotRef,3.15
404260483,None,1,trunk_link,Yes,16.30,7.40,6,17021,DotRef,3.15
404260486,None,1,trunk_link,Yes,16.30,8.40,6,17021,DotRef,3.15
404260487,None,1,trunk_link,Yes,16.30,8.70,6,17021,DotRef,3.15
404260489,None,1,trunk_link,Yes,16.30,6.70,6,17021,DotRef,3.15
405329379,None,2,trunk_link,Yes,22.60,0.00,5,46437,DotRef,6.30
406286766,None,2,trunk_link,Yes,22.60,6.20,6,99901,DotRef,6.30
414697487,None,2,trunk_link,Yes,22.60,0.00,5,36438,DotRef,6.30
417258340,None,2,trunk_link,Yes,22.60,0.00,5,56910,DotRef,6.30
419456186,None,2,trunk_link,Yes,22.60,None,6,419456186,trunk_link,6.30
420851564,None,1,trunk_link,Yes,16.30,None,6,420851564,trunk_link,3.15
420851565,None,2,trunk_link,Yes,22.60,None,6,420851565,trunk_link,6.30
420855503,None,2,trunk_link,Yes,22.60,None,6,420855503,trunk_link,6.30
420856636,None,1,trunk_link,Yes,16.30,None,6,7782,DotRef,3.15
420888111,None,2,trunk_link,Yes,22.60,None,6,46437,DotRef,6.30
434682410,None,2,trunk_link,Yes,22.60,21.50,1b,38270,DotRef,6.30
445622587,None,2,trunk_link,Yes,22.60,None,6,445622587,trunk_link,6.30
448565889,None,1,trunk_link,Yes,16.30,10.20,2a,16070,DotRef,3.15
449074844,None,1,trunk_link,Yes,16.30,0.00,5,29030,DotRef,3.15
449529322,None,2,trunk_link,Yes,22.60,0.00,5,6458,DotRef,6.30
468697795,None,2,trunk_link,Yes,22.60,0.00,5,468697795,trunk_link,6.30
468697796,None,2,trunk_link,Yes,22.60,0.00,5,468697796,trunk_link,6.30
468697797,None,2,trunk_link,Yes,22.60,0.00,5,468697797,trunk_link,6.30
468697798,None,2,trunk_link,Yes,22.60,0.00,5,468697798,trunk_link,6.30
483461545,None,2,trunk_link,Yes,22.60,5.70,6,56620,DotRef,6.30
495013436,None,2,trunk_link,Yes,22.60,None,6,495013436,trunk_link,6.30
496953662,None,2,trunk_link,Yes,22.60,0.00,5,496953662,trunk_link,6.30
496979675,None,2,trunk_link,Yes,22.60,21.60,2b,38466,DotRef,6.30
500084565,None,2,trunk_link,Yes,22.60,0.00,5,500084565,trunk_link,6.30
501290756,None,2,trunk_link,Yes,22.60,12.20,4a,501290756,trunk_link,6.30
504112861,None,2,trunk_link,Yes,22.60,0.00,5,38599,DotRef,6.30
504112868,None,2,trunk_link,Yes,22.60,0.00,5,18476,DotRef,6.30
504157024,None,2,trunk_link,Yes,22.60,None,6,504157024,trunk_link,6.30
504376897,None,1,trunk_link,Yes,16.30,6.50,6,26180,DotRef,3.15
509244111,None,2,trunk_link,Yes,22.60,11.80,2a,28505,DotRef,6.30
509244112,None,2,trunk_link,Yes,22.60,8.00,6,28505,DotRef,6.30
509244113,None,2,trunk_link,Yes,22.60,14.40,4a,28505,DotRef,6.30
509244114,None,3,trunk_link,Yes,28.90,17.80,3a,8081,DotRef,9.45
510034300,None,2,trunk_link,Yes,22.60,0.00,5,8509,DotRef,6.30
510819263,None,2,trunk_link,Yes,22.60,8.20,6,510819263,trunk_link,6.30
510819264,None,2,trunk_link,Yes,22.60,11.00,2a,510819264,trunk_link,6.30
510819265,None,2,trunk_link,Yes,22.60,7.30,6,510819265,trunk_link,6.30
511054247,None,1,trunk_link,Yes,16.30,4.00,6,27087,DotRef,3.15
511365647,None,2,trunk_link,Yes,22.60,0.00,5,74924,DotRef,6.30
511371808,None,2,trunk_link,Yes,22.60,0.00,5,511371808,trunk_link,6.30
511371814,None,2,trunk_link,Yes,22.60,0.00,5,511371814,trunk_link,6.30
511371819,None,2,trunk_link,Yes,22.60,0.00,5,511371819,trunk_link,6.30
513323611,None,2,trunk_link,Yes,22.60,None,6,36310,DotRef,6.30
522476855,None,2,trunk_link,Yes,22.60,7.20,6,26794,DotRef,6.30
536555781,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
536555782,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
536555785,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
536555789,None,2,trunk_link,Yes,22.60,0.00,5,70049,DotRef,6.30
539185870,None,2,trunk_link,Yes,22.60,11.00,4a,38366,DotRef,6.30
542674710,None,1,trunk_link,Yes,16.30,0.00,5,542674710,trunk_link,3.15
542674711,None,1,trunk_link,Yes,16.30,0.00,5,542674711,trunk_link,3.15
547711281,None,2,trunk_link,Yes,22.60,12.30,3a,7918,Lts,6.30
547711286,None,2,trunk_link,Yes,22.60,7.00,6,8045,Lts,6.30
549569846,None,1,trunk_link,Yes,16.30,6.40,6,26180,DotRef,3.15
549569852,None,1,trunk_link,Yes,16.30,6.50,6,26180,DotRef,3.15
552680446,None,2,trunk_link,Yes,22.60,0.00,5,27087,DotRef,6.30
552681139,None,2,trunk_link,Yes,22.60,7.00,6,27087,DotRef,6.30
553868961,None,2,trunk_link,Yes,22.60,6.70,6,39035,DotRef,6.30
553868966,None,2,trunk_link,Yes,22.60,8.10,6,39035,DotRef,6.30
553870322,None,2,trunk_link,Yes,22.60,6.20,6,39035,DotRef,6.30
558820465,no,2,trunk_link,None,12.30,0.00,5,558820465,trunk_link,6.30
564445953,None,2,trunk_link,Yes,22.60,8.50,6,26180,DotRef,6.30
564445954,None,2,trunk_link,Yes,22.60,5.40,6,26180,DotRef,6.30
564445955,None,2,trunk_link,Yes,22.60,11.00,2a,26180,DotRef,6.30
564446923,None,1,trunk_link,Yes,16.30,6.00,6,26180,DotRef,3.15
564446926,None,1,trunk_link,Yes,16.30,7.00,6,26180,DotRef,3.15
564446941,None,1,trunk_link,Yes,16.30,7.20,6,26180,DotRef,3.15
564448248,None,2,trunk_link,Yes,22.60,6.10,6,17021,DotRef,6.30
572217989,None,1,trunk_link,Yes,16.30,7.60,6,48146,DotRef,3.15
579986743,None,2,trunk_link,Yes,22.60,7.30,6,26921,DotRef,6.30
580333637,None,2,trunk_link,Yes,22.60,13.60,3a,8375,DotRef,6.30
582444247,None,1,trunk_link,Yes,16.30,8.00,6,26180,DotRef,3.15
584001486,None,2,trunk_link,Yes,22.60,0.00,5,584001486,trunk_link,6.30
584002413,None,1,trunk_link,Yes,16.30,0.00,5,584002413,trunk_link,3.15
585010546,None,2,trunk_link,Yes,22.60,0.00,5,27089,DotRef,6.30
585507607,None,1,trunk_link,Yes,16.30,17.00,1a,74528,DotRef,3.15
585619377,None,1,trunk_link,Yes,16.30,8.30,6,74528,DotRef,3.15
589356792,None,2,trunk_link,Yes,22.60,9.60,6,26434,DotRef,6.30
595405245,None,2,trunk_link,Yes,22.60,None,6,595405245,trunk_link,6.30
609585907,None,2,trunk_link,Yes,22.60,17.80,2a,16434,DotRef,6.30
615639282,None,2,trunk_link,None,12.30,0.00,5,12214,Lts,6.30
617701120,None,1,trunk_link,Yes,16.30,0.00,5,617701120,trunk_link,3.15
617701369,None,1,trunk_link,Yes,16.30,0.00,5,617701369,trunk_link,3.15
617701370,None,1,trunk_link,Yes,16.30,0.00,5,617701370,trunk_link,3.15
617708523,None,2,trunk_link,Yes,22.60,8.10,6,56089,DotRef,6.30
618557552,no,2,trunk_link,None,12.30,None,6,618557552,trunk_link,6.30
618557553,None,2,trunk_link,Yes,22.60,None,6,618557553,trunk_link,6.30
618557559,None,2,trunk_link,Yes,22.60,0.00,5,618557559,trunk_link,6.30
618557560,None,2,trunk_link,Yes,22.60,0.00,5,618557560,trunk_link,6.30
627261437,None,2,trunk_link,Yes,22.60,None,6,627261437,trunk_link,6.30
1217,None,2,tertiary,None,12.30,None,6,18979,Lts,6.30
1218,None,2,tertiary,None,12.30,None,6,1218,tertiary,6.30
1219,None,2,tertiary,None,12.30,None,6,1219,tertiary,6.30
1220,None,2,tertiary,None,12.30,None,6,1220,tertiary,6.30
1224,None,2,tertiary,None,12.30,None,6,15140,Lts,6.30
1551,None,2,tertiary,None,12.30,7.20,6,1551,tertiary,6.30
1552,None,2,tertiary,None,12.30,6.80,6,1552,tertiary,6.30
1649,None,2,tertiary,None,12.30,5.70,6,14850,Lts,6.30
1840,None,2,tertiary,None,12.30,6.20,6,14897,Lts,6.30
1847,None,2,tertiary,None,12.30,0.00,5,14853,Lts,6.30
1959,None,2,tertiary,None,12.30,6.50,6,14856,Lts,6.30
1961,None,2,tertiary,None,12.30,6.90,6,14856,Lts,6.30
2869,None,2,tertiary,None,12.30,7.70,6,1745,Lts,6.30
3032,None,1,tertiary,None,9.15,None,6,10587,Lts,3.15
3263,None,2,tertiary,None,12.30,0.00,5,9674,Lts,6.30
26431,None,2,tertiary,None,12.30,6.70,6,14685,Lts,6.30
31959,None,2,tertiary,None,12.30,25.20,3b,990,Lts,6.30
37398,None,2,tertiary,None,12.30,None,6,13505,Lts,6.30
256355,None,2,tertiary,None,12.30,7.00,6,14885,Lts,6.30
256356,None,2,tertiary,None,12.30,6.30,6,14495,Lts,6.30
256357,None,2,tertiary,None,12.30,6.70,6,14878,Lts,6.30
272999,None,2,tertiary,None,12.30,6.60,6,14856,Lts,6.30
276835,None,2,tertiary,None,12.30,7.00,6,14507,Lts,6.30
276841,None,2,tertiary,None,12.30,6.00,6,14715,Lts,6.30
290616,None,2,tertiary,None,12.30,None,6,290616,tertiary,6.30
297179,None,2,tertiary,None,12.30,None,6,15148,Lts,6.30
298593,None,2,tertiary,None,12.30,7.20,6,14443,Lts,6.30
298609,None,2,tertiary,None,12.30,6.50,6,14435,Lts,6.30
329419,no,2,tertiary,None,12.30,10.10,4a,6569,Lts,6.30
329521,None,3,tertiary,None,15.45,10.20,1a,6163,Lts,9.45
367991,None,2,tertiary,None,12.30,7.80,6,6244,Lts,6.30
377873,None,2,tertiary,None,12.30,0.00,5,377873,tertiary,6.30
554369,None,2,tertiary,None,12.30,20.80,3b,1621,Lts,6.30
554526,None,2,tertiary,None,12.30,33.70,2c,930340,DotRef,6.30
794363,None,2,tertiary,None,12.30,None,6,57775,DotRef,6.30
796920,None,2,tertiary,None,12.30,7.30,6,942764,DotRef,6.30
797917,None,2,tertiary,None,12.30,6.90,6,8019,Lts,6.30
1374021,None,2,tertiary,None,12.30,0.00,5,1374021,tertiary,6.30
1374022,None,1,tertiary,None,9.15,0.00,5,1374022,tertiary,3.15
1374023,None,2,tertiary,None,12.30,0.00,5,1374023,tertiary,6.30
1374024,None,2,tertiary,None,12.30,0.00,5,1374024,tertiary,6.30
1374025,None,2,tertiary,None,12.30,0.00,5,1374025,tertiary,6.30
1374026,None,2,tertiary,None,12.30,0.00,5,6269,DotRef,6.30
1374027,None,2,tertiary,None,12.30,0.00,5,6269,DotRef,6.30
1425233,None,2,tertiary,None,12.30,0.00,5,15385,Lts,6.30
1425234,None,2,tertiary,None,12.30,7.90,6,15409,Lts,6.30
1425236,None,2,tertiary,None,12.30,6.50,6,15408,Lts,6.30
1425240,None,2,tertiary,None,12.30,7.50,6,76009,DotRef,6.30
1427962,None,2,tertiary,None,12.30,0.00,5,930235,DotRef,6.30
1427963,None,2,tertiary,None,12.30,7.00,6,930235,DotRef,6.30
1442830,None,2,tertiary,None,12.30,7.20,6,942342,DotRef,6.30
1442831,None,2,tertiary,None,12.30,6.00,6,14444,Lts,6.30
1608260,None,2,tertiary,None,12.30,8.20,6,1608260,tertiary,6.30
1608335,None,2,tertiary,None,12.30,8.30,6,15463,Lts,6.30
1608404,None,2,tertiary,None,12.30,8.10,6,1608404,tertiary,6.30
1642683,None,2,tertiary,None,12.30,6.60,6,15342,Lts,6.30
1642684,None,2,tertiary,None,12.30,5.10,6,15386,Lts,6.30
1658302,None,2,tertiary,None,12.30,5.80,6,1658302,tertiary,6.30
1710630,None,2,tertiary,None,12.30,6.40,6,15215,Lts,6.30
1710687,None,2,tertiary,None,12.30,5.80,6,15330,Lts,6.30
1713426,None,2,tertiary,None,12.30,8.00,6,930356,DotRef,6.30
1713589,None,2,tertiary,None,12.30,13.10,2a,5155,Lts,6.30
1713790,None,2,tertiary,None,12.30,7.00,6,15538,Lts,6.30
1722970,None,2,tertiary,None,12.30,6.60,6,1722970,tertiary,6.30
1733756,None,2,tertiary,None,12.30,7.10,6,1733756,tertiary,6.30
1734006,None,2,tertiary,None,12.30,0.00,5,15489,Lts,6.30
1744619,None,1,tertiary,None,9.15,0.00,5,1744619,tertiary,3.15
1954681,None,2,tertiary,None,12.30,6.20,6,14953,Lts,6.30
1954682,None,2,tertiary,None,12.30,7.40,6,14919,Lts,6.30
2198814,None,1,tertiary,None,9.15,13.80,1a,48517,DotRef,3.15
2234114,None,2,tertiary,None,12.30,6.00,6,14520,Lts,6.30
2257641,None,2,tertiary,None,12.30,7.70,6,6893,DotRef,6.30
2260761,None,2,tertiary,None,12.30,5.70,6,14722,Lts,6.30
2272380,None,2,tertiary,None,12.30,7.70,6,11584,Lts,6.30
2293949,None,2,tertiary,None,12.30,7.60,6,12052,Lts,6.30
2372173,None,2,tertiary,None,12.30,10.80,2a,4725,Lts,6.30
2385517,None,1,tertiary,None,9.15,19.20,2a,27236,DotRef,3.15
2386419,None,2,tertiary,None,12.30,None,6,2386419,tertiary,6.30
2407070,None,2,tertiary,None,12.30,11.30,4a,9678,Lts,6.30
2415176,None,2,tertiary,None,12.30,7.70,6,6094,Lts,6.30
2418032,None,2,tertiary,None,12.30,7.20,6,6121,Lts,6.30
2418095,None,2,tertiary,None,12.30,9.60,6,6108,Lts,6.30
2418096,None,2,tertiary,None,12.30,8.10,6,2418096,tertiary,6.30
2424001,None,2,tertiary,None,12.30,24.60,2b,1606,Lts,6.30
2425176,None,2,tertiary,None,12.30,7.00,6,9408,Lts,6.30
2426034,None,2,tertiary,None,12.30,5.70,6,15364,Lts,6.30
2430323,None,2,tertiary,None,12.30,0.00,5,2430323,tertiary,6.30
2449400,None,1,tertiary,None,9.15,7.80,6,6250,Lts,3.15
2450473,None,2,tertiary,None,12.30,None,6,10695,Lts,6.30
2466940,None,1,tertiary,None,9.15,8.10,6,6084,Lts,3.15
2473290,None,2,tertiary,None,12.30,None,6,2473290,tertiary,6.30
2495099,None,2,tertiary,None,12.30,7.00,6,14501,Lts,6.30
2513871,None,2,tertiary,None,12.30,6.90,6,2513871,tertiary,6.30
2513872,None,2,tertiary,None,12.30,7.00,6,2513872,tertiary,6.30
2524343,None,2,tertiary,None,12.30,None,6,2524343,tertiary,6.30
2524454,None,2,tertiary,None,12.30,0.00,5,2524454,tertiary,6.30
2524455,None,2,tertiary,None,12.30,0.00,5,2524455,tertiary,6.30
2576386,None,2,tertiary,None,12.30,10.50,4a,6130,Lts,6.30
2586233,None,2,tertiary,None,12.30,7.20,6,942402,DotRef,6.30
2587197,None,2,tertiary,None,12.30,6.80,6,14453,Lts,6.30
2587198,None,2,tertiary,None,12.30,20.20,2b,14453,Lts,6.30
2587200,None,2,tertiary,None,12.30,6.90,6,14455,Lts,6.30
2599184,None,2,tertiary,None,12.30,8.20,6,2599184,tertiary,6.30
2644236,None,2,tertiary,None,12.30,19.40,4a,2644236,tertiary,6.30
2686249,None,2,tertiary,None,12.30,0.00,5,2686249,tertiary,6.30
2686250,None,2,tertiary,None,12.30,0.00,5,2686250,tertiary,6.30
2686251,None,2,tertiary,None,12.30,0.00,5,2686251,tertiary,6.30
2686659,None,2,tertiary,None,12.30,0.00,5,2686659,tertiary,6.30
2687034,None,2,tertiary,None,12.30,10.00,6,2687034,tertiary,6.30
2693195,None,2,tertiary,None,12.30,19.80,1a,930336,DotRef,6.30
2699427,None,2,tertiary,None,12.30,6.30,6,14867,Lts,6.30
2701581,None,2,tertiary,None,12.30,0.00,5,17572,Lts,6.30
2731017,None,2,tertiary,None,12.30,None,6,2731017,tertiary,6.30
2731018,None,2,tertiary,None,12.30,None,6,2731018,tertiary,6.30
2731076,None,2,tertiary,None,12.30,None,6,2731076,tertiary,6.30
2779054,None,2,tertiary,None,12.30,5.50,6,2779054,tertiary,6.30
2809822,None,2,tertiary,None,12.30,0.00,5,12304,Lts,6.30
2809823,None,2,tertiary,None,12.30,0.00,5,11834,Lts,6.30
2809960,None,2,tertiary,None,12.30,7.10,6,2809960,tertiary,6.30
2810185,None,2,tertiary,None,12.30,6.50,6,15338,Lts,6.30
2810417,None,2,tertiary,None,12.30,6.40,6,15228,Lts,6.30
2810418,None,2,tertiary,None,12.30,6.20,6,15226,Lts,6.30
2817101,None,2,tertiary,None,12.30,None,6,2817101,tertiary,6.30
2837216,None,2,tertiary,None,12.30,0.00,5,2837216,tertiary,6.30
2837218,None,2,tertiary,None,12.30,0.00,5,2837218,tertiary,6.30
2838187,None,2,tertiary,None,12.30,9.00,6,2838187,tertiary,6.30
2838291,None,2,tertiary,None,12.30,7.10,6,15469,Lts,6.30
2876128,None,2,tertiary,None,12.30,14.30,4a,1150,Lts,6.30
2876427,None,2,tertiary,None,12.30,21.30,2b,2876427,tertiary,6.30
2876892,None,2,tertiary,None,12.30,15.10,3a,1105,Lts,6.30
2925580,None,2,tertiary,None,12.30,7.50,6,2925580,tertiary,6.30
2925581,None,2,tertiary,None,12.30,8.70,6,2925581,tertiary,6.30
2929621,None,2,tertiary,None,12.30,0.00,5,2929621,tertiary,6.30
2929624,None,2,tertiary,None,12.30,0.00,5,2929624,tertiary,6.30
2929626,None,1,tertiary,None,9.15,0.00,5,2929626,tertiary,3.15
2953394,None,2,tertiary,None,12.30,0.00,5,2953394,tertiary,6.30
2953592,None,2,tertiary,None,12.30,None,6,10468,Lts,6.30
2953916,None,2,tertiary,None,12.30,7.10,6,2953916,tertiary,6.30
2953934,None,2,tertiary,None,12.30,5.50,6,2953934,tertiary,6.30
2953953,None,2,tertiary,None,12.30,7.40,6,930243,DotRef,6.30
2953954,None,2,tertiary,None,12.30,6.40,6,930243,DotRef,6.30
2954028,None,2,tertiary,None,12.30,7.30,6,1765,Lts,6.30
2954111,None,2,tertiary,None,12.30,6.70,6,1845,Lts,6.30
2954252,None,2,tertiary,None,12.30,6.90,6,1822,Lts,6.30
2954293,None,2,tertiary,None,12.30,7.60,6,7423,Lts,6.30
2954303,None,2,tertiary,None,12.30,4.00,6,7395,Lts,6.30
2954608,None,2,tertiary,None,12.30,7.50,6,2197,Lts,6.30
2954712,None,2,tertiary,None,12.30,7.40,6,1851,Lts,6.30
2954798,None,2,tertiary,None,12.30,7.70,6,1816,Lts,6.30
2954870,None,2,tertiary,None,12.30,0.00,5,2954870,tertiary,6.30
2954901,None,2,tertiary,None,12.30,0.00,5,2954901,tertiary,6.30
2954902,None,2,tertiary,None,12.30,0.00,5,2954902,tertiary,6.30
2954906,None,2,tertiary,None,12.30,0.00,5,2954906,tertiary,6.30
2955021,None,2,tertiary,None,12.30,0.00,5,2955021,tertiary,6.30
2955461,None,2,tertiary,None,12.30,10.60,1a,29030,DotRef,6.30
2955462,None,2,tertiary,None,12.30,8.90,6,2955462,tertiary,6.30
2955468,None,2,tertiary,None,12.30,8.20,6,12590,Lts,6.30
2955923,None,2,tertiary,None,12.30,6.00,6,1760,Lts,6.30
2956071,None,2,tertiary,None,12.30,0.00,5,930324,DotRef,6.30
2956782,None,2,tertiary,None,12.30,7.10,6,1885,Lts,6.30
2956882,None,2,tertiary,None,12.30,6.60,6,2001,Lts,6.30
2956883,None,2,tertiary,None,12.30,8.20,6,2001,Lts,6.30
2956885,None,2,tertiary,None,12.30,6.90,6,2173,Lts,6.30
2971634,None,2,tertiary,None,12.30,6.70,6,1809,Lts,6.30
2971823,None,2,tertiary,None,12.30,7.00,6,2971823,tertiary,6.30
2977599,None,2,tertiary,None,12.30,6.00,6,2977599,tertiary,6.30
2977611,None,2,tertiary,None,12.30,6.80,6,14516,Lts,6.30
